ASIN,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size,PurchasemModel_Color,页面网址
,"







  
  
    It works when it's not too hot & not too cold
  
",3.0 颗星，最多 5 颗星,AB_DallasCBoys,2022年11月19日 在美国审核,"







  
  
    It's a good heater, heats a pretty large area very well. Problem is....at 41 degrees it cuts off. I guess watch the temp & turn it up to high before the outside temp drops to 41.This info needs to be clearly in the description. I wouldn't have purchased had I known it didn't work under 41 degrees. Great unit though if your area doesn't get too cold
  
","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_5?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=5
,"







  
  
    Unfortunately not very useful
  
",3.0 颗星，最多 5 颗星,Ryan m Hammontree,2022年11月18日 在美国审核,"







  
  
    Man, I was really really hopeful when I found this unit. Seemed like it was exactly what I needed, heat/AC in one unit. AC worked great all summer, temps got over 100 several times. The major problem is the heating ability, the majority of the country gets below 45 degrees in the winter. The heater simply won't work when it is below that which renders it completely useless making me use a separate space heater in the small building. This is a side the fact that my unit wouldn't pump the water out and was leaking making me go through a replacement process. I will be searching for another option. Pretty disappointing. Purchased through Lowe's but I know everyone reads reviews on Amazon.
  
","颜色: 黑色//白色尺寸: 12,000 BTU","颜色: 黑色//白色尺寸: 12,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_5?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=5
,"







  
  
    Know what you are getting!
  
",2.0 颗星，最多 5 颗星,jaysolution,2022年11月11日 在美国审核,"







  
  
    Unit Operating Temperature Range:Mode Temperature RangeCool 16°C ~ 35°C (60°F ~ 95°F)Dry 13°C ~ 35°C (55°F ~ 95°F)Heat Pump (for heat model) 5°C ~ 30°C (41°F ~ 86°F)The information above is extremely important. This unit works great if the outdoor temperature is within the operating temperature range. Once the temperature gets to 45°F the heater will struggle to blow hot air, and after the temperature gets to 41°F the heat pump will not start at all. The unit was designed to function this way.This unit also struggles to blow cold air once the temperature gets above 88°F, but the unit will continue to operate regardless of how hot it gets outside.Do not purchase this unit if you plan to use it in temperatures beyond the operating temperature range, because it simply cannot do it. In my experience, it seems to be more sensitive to the temperature inside the hose than the temperature inside the room. If I heat up the room with a separate heater the heat pump still will not engage if the outside temperature is out of operating range.
  
","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
,"







  
  
    Works great in my space
  
",5.0 颗星，最多 5 颗星,Laura Gee ,2022年11月8日 在美国审核,"







  
  
    The only thing is the controls and fan on top.. I have a cat. And he has jumped up q few times.. I'm making a protective grudge diy.. however might suggest for future models put a grate in top of controls. That a person can lift up to access. And it protects if one has cats.. food for thought..
  
","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
,"







  
  
    Definitely get a room cold
  
",5.0 颗星，最多 5 颗星,Ray C,2022年11月8日 在美国审核,"







  
  
    Relatively easy to install. Once it’s installed, operates great. It’ll cool a room down nicely. The only thing I don’t like is it’s not aesthetically appealing but that’s just nitpicking. Does the job. Def recommended
  
","颜色: 黑色//白色尺寸: 12,000 BTU","颜色: 黑色//白色尺寸: 12,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
,"







  
  
    Terrible
  
",3.0 颗星，最多 5 颗星,caressa crawford,2022年11月2日 在美国审核,"







  
  
    I have quite a small apartment and this barely makes it cool unless I have it lower than 68° even then its meh. It's definitely a no frill portable ac. Personally I wouldn't purchase again or recommend it
  
","颜色: 白色尺寸: 8,000 BTU","颜色: 白色尺寸: 8,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
,"







  
  
    The hose
  
",5.0 颗星，最多 5 颗星,Mark Dragan,2022年10月30日 在美国审核,"







  
  
    The hose is a bit stiff. I am use to indoor ground units to have a hose that is much easier to control but with that said if you want a very good, strong, and quiet unit this is it. I wanted to right a pun like I was blown away by it's power, Honesty I live in Arizona and this summer was a breeze with this thing and it was my only source of air conditioning. Pricey but worth it.
  
","颜色: 黑色//白色尺寸: 12,000 BTU","颜色: 黑色//白色尺寸: 12,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
,"







  
  
    Low fan speed. Not that cold.
  
",3.0 颗星，最多 5 颗星,GILBERT L.,2022年10月26日 在美国审核,"







  
  
    I like how easy the set up was and the multiple ways of controlling the unit. I especially like that even of I'm not on the wifi network, that I can still control the unit from anywhere. One of the things I don't like is the fan speed. I feel it's pretty slow even at its highest setting. I wish there was a way to make it a little stronger. Also, having the vent point at its lowest setting, reduces the fan speed. I also feel that the coldest setting isn't that cold. Even for a room slightly smaller than its max capacity, it has a hard time keeping the room cold. On the hottest day, the ac unit felt like it was struggling to keep up. I'm sure if the room was a lot smaller, it would probably work fine. I gave it a 3 star rating mostly because of how much I liked the controls. And the Alexa feature is awesome.
  
","颜色: 黑色//白色尺寸: 12,000 BTU","颜色: 黑色//白色尺寸: 12,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
,"







  
  
    Would be 5 star except it leaks in outside air defeating the purpose of a dual hose system
  
",2.0 颗星，最多 5 颗星,WARPed,2022年10月23日 在美国审核,"







  
  
    I'd love to be able to recommend this unit. It is generally quiet (can get temporarily loud at random times which is bad in a bedroom overnight), has good features, a great remote, and sips power (relatively) but the unit is poorly sealed and as a result outside air easily enters your home via the intake hose when the unit is off, and when it is on it sucks air from your home to blow out the exhaust causing negative pressure and external air to be sucked in from other ingress points around the home.I have two of these units purchased 4 months apart. When I owned the first one it was installed in such a location that the negative pressure was not noticeable but when I brought a second unit and placed it in my bedroom I noticed it would pull the door open if not properly latched when the AC was turned on. Glad of the cool air and happy with the other features I put it to the back of my mind until the wildfire season came and the stink billowed out both units horribly. Placing my nose near the rear body vent it became clear that the smell was entering via the intake hose when the unit was off. I also noticed that on cooler nights a cold draft would drift from the same vents.I removed the dual hose from the unit to investigate and noticed large dust deposits around the poorly sealing areas around where the hose mates to the AC body. Flashing a flashlight around I also realized that the holes in the back of the unit for the plug to sit in go directly into the external air chamber allowing another place for air to mix. Similarly more holes further down the back of the unit do the same. Shine a flashlight around the underside and you will see light shine up unimpeded into the external air chamber. The hole in the bottom where the power cable exits is so large I can fit a whole finger in it (as well as the power cable) and that too goes straight into the external air chamber.In short, while I have no doubt this unit creates much less negative pressure issues than a single hose unit if you are expecting to keep outside air out (including pollution and smells) this unit will fail you miserably. It defeats one of the main selling points. It makes it useless as a heater in the winter as so much cold air will seep into the house defeating another major selling point. I'm sad I paid so much for a system that is so poorly designed and built. Remember, I have two of these unit and both are the same. They were purchased 4 months apart so this is not a one off or a problem with a specific lot.  It has a great feature set but this takes all that away. Wish I'd never brought them.
  
","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
,"







  
  
    Easy set up & quickly effective
  
",5.0 颗星，最多 5 颗星,Rebecca R,2022年10月19日 在美国审核,"







  
  
    This is perfect for what I needed & well worth my investment. I have a small bedroom with a window that requires vertical placement of the hose. In order to adjust the window insert, a saw was required. I opted to skip this step, as the space left by leaving the second piece out was no more than half an inch & I didn't want to fuss with it. The unit cools my space almost immediately and while there is some noise, I did not find it bothersome & in fact, it provided some nice extra white noise for sleeping. The remote control is also very handy, but the temp on the unit & the temp on the control sometimes read differently. I can decrease the temp on the remote to 72, but the unit doesn't respond & will still read 74. I find that if I make sure the remote is aiming straight for the unit, this happens less frequently. It's much like using a TV remote, it can't have anything blocking the remote and the receiver. Also, because it is portable, when my landlord sent out a notice that on October 1st all window units needed to be taken down, I didn't have to remove mine. I could continue to use it when the days were still warm. Overall, I'm super glad I made the choice to purchase this air conditioner and would recommend it to anyone looking for a simple set up unit that really works & doesn't break your bank.
  
","颜色: 白色尺寸: 8,000 BTU","颜色: 白色尺寸: 8,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
,"







  
  
    Indoor ac 5800 btu
  
",4.0 颗星，最多 5 颗星,anthony diorio,2022年10月17日 在美国审核,"







  
  
    Vey easy to install works beautifully
  
","颜色: 白色尺寸: 8,000 BTU","颜色: 白色尺寸: 8,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
,"







  
  
    This is a piece of JUNK
  
",1.0 颗星，最多 5 颗星,Amazon Customer,2022年10月16日 在美国审核,"







  
  
    This unit is a piece of junk . Very noisy. I called customer service and they told that it is like that loud , Do not waste your money !!
  
","颜色: 白色尺寸: 8,000 BTU","颜色: 白色尺寸: 8,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
,"







  
  
    Na
  
",4.0 颗星，最多 5 颗星,Amazon Customer,2022年10月15日 在美国审核,"







  
  
    After a year it’s not staying cold when it’s at its lowest 62 degrees!!
  
","颜色: 白色尺寸: 8,000 BTU","颜色: 白色尺寸: 8,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
,"







  
  
    Makes our downstairs an ice box.
  
",5.0 颗星，最多 5 颗星,Kristen Murray,2022年10月14日 在美国审核,"







  
  
    We needed a portable AC unit because our house on base doesn't have AC (in southern California of all places).  This unit cools off our entire downstairs in just 20-30 minutes (approx 1000sq feet).  It's super quiet and the remote control works well.  Well worth the price tag.  It was also easy to install.
  
","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
,"







  
  
    Heating function sucks
  
",2.0 颗星，最多 5 颗星,almond,2022年10月10日 在美国审核,"







  
  
    The heating function never stays on and the p9 error is ridiculous. What's the point of having a heat function if it's just going to turn off because it's cold outside....makes no sense
  
","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
,"







  
  
    AC 2 month burned electrical plug. So scary
  
",1.0 颗星，最多 5 颗星,Gloria,2022年10月9日 在美国审核,"


















    
        

        
        
            
        

        
            
                




{""videoWidth"":0,""initialClosedCaptions"":""en,https://m.media-amazon.com/images/S/vse-vms-closed-captions-artifact-us-east-1-prod/closedCaptions/84a7dce5-d4c7-4129-8d21-9f750266fc49.vtt"",""videoUrl"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/8bdbef71-a7b4-4147-92fb-433bba7976ce/embedded.cc.default.jobtemplate.hls.m3u8"",""clientPrefix"":""vse_reviews_desktop_r33fo8lithieol_1681481781884"",""awaConfig"":{""useUpNextComponent"":false,""initialVideo"":""R33FO8LITHIEOL"",""shouldPreload"":true,""isChromelessPlayer"":false,""closedCaptionsConfig"":{""captionsOnTexts"":{""en"":""English (Automated)""},""captionsOffText"":""Captions off"",""languageToLabelTexts"":{""English"":""English""}},""isVideoImmersivePlayer"":false,""skipInitialFocus"":false,""disabledViewIds"":[""replayHint""],""customerId"":""0"",""containerId"":""vse_reviews_desktop_r33fo8lithieol_1681481781884-player-537f8416-e4cb-4635-9563-fe54cecb3b83"",""requestMetadata"":{""marketplaceId"":""ATVPDKIKX0DER"",""clientId"":""VSE-US"",""method"":""cr_inline_review"",""requestId"":""S8A6PDS8PVK6SZK4GK7Y"",""pageAsin"":"""",""sessionId"":""139-4615865-1273316""},""shouldLoop"":false,""shouldDisableControls"":false,""alwaysSetInitialVideo"":true,""clientPrefix"":"""",""useAutoplayFallback"":false,""sushiMetricsConfig"":{""isRobot"":false,""clientId"":""VSE-US"",""videoAsinList"":"""",""weblabIds"":"""",""eventSource"":""Player"",""sessionId"":""139-4615865-1273316"",""refMarkers"":""vse_reviews_desktop_R33FO8LITHIEOL_1681481781884_ref"",""placementContext"":""cr_inline_review"",""marketplaceId"":""ATVPDKIKX0DER"",""isInternal"":false,""endpoint"":""https://unagi-na.amazon.com/1/events/com.amazon.eel.vse.metrics.prod.events.test"",""requestId"":""S8A6PDS8PVK6SZK4GK7Y"",""customerId"":""0"",""sessionType"":1},""ospLinkCode"":"""",""showPosterImage"":true,""languageCode"":""en"",""version"":"""",""shouldStartMuted"":false,""airyVersion"":""VideoJS"",""languagePreferenceStrings"":{},""enableInactiveFocus"":true,""isReactFactory"":false,""enableDelphiAttribution"":false,""shouldAutoplay"":false},""imageUrl"":""https://m.media-amazon.com/images/I/51hOMNUPutL._SY256._SY256.jpg"",""closedCaptionsConfig"":{""captionsOnTexts"":{""en"":""English (Automated)""},""captionsOffText"":""Captions off"",""languageToLabelTexts"":{""English"":""English""}},""needPlayerFactory"":false,""sushiMetricsConfig"":{""isRobot"":false,""clientId"":"""",""videoAsinList"":"""",""weblabIds"":"""",""eventSource"":""Player"",""sessionId"":""139-4615865-1273316"",""refMarkers"":""vse_reviews_desktop_R33FO8LITHIEOL_1681481781884_ref"",""placementContext"":""cr_inline_review"",""marketplaceId"":""ATVPDKIKX0DER"",""isInternal"":false,""endpoint"":""https://unagi-na.amazon.com/1/events/com.amazon.eel.vse.metrics.prod.events.test"",""requestId"":""S8A6PDS8PVK6SZK4GK7Y"",""customerId"":""0"",""sessionType"":1},""mimeType"":""application/x-mpegURL"",""isMobile"":false,""videoHeight"":0}Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:34Loaded: 17.66%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:34 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedEnglishAudio Trackdefault, selectedFullscreenThis is a modal window.


            
            
        
    
    








  
  
     This is the Second identical AC. This unit was delivered August 7, today is October 9. While sitting relaxing unit shut off, and had burned the electrical plug. See video.
  
","颜色: 白色尺寸: 8,000 BTU","颜色: 白色尺寸: 8,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
,"







  
  
    Thoughts on the Midea Duo 14,000 BTU after two months of ownership
  
",5.0 颗星，最多 5 颗星,Taj,2022年10月8日 在美国审核,"I waited a couple of months to see how the experience held up before submitting a review. Before purchase I had wondered about the drainage situation, performance, and overall noise level. I can address these points fully now.

The Midea Duo is a wonderful machine -- in a small bedroom (roughly 11x11) setting this to the lowest setting (60 degrees Fahrenheit) will actually take a space this small down into the mid / upper 50s. This is while the machine copes easily with southeastern heat and humidity outside.

I watched a Youtube reviewer test the noise level, and yes, that very low decibel rating is accurate with one caveat. The minimum noise level advertised only happens on low fan when the unit is in air circulation mode, no AC active -- the compressor running will easily exceed that level even on the lowest settings.

Don't get me wrong -- I work at a desk approximately four feet away from the unit and I have absolutely no issues doing my job. There is a quirk of the unit where when the AC first activates, it briefly will spin everything up to maximum even with the settings configured to low / medium. This will last about thirty seconds before the inverter tech kicks in and the compressor drops into background noise. This is my only pet peeve overall.

I am unsure as to why there isn't a ""quiet mode"" setting where it will run the compressor at a low setting more often for longer periods to maintain temperature versus needing to run full power for a bit. I would absolutely love this as a feature. Sending the compressor all the way to maximum and maximum fans briefly before stepping back and operating quietly is annoying, but I will note that I do not consider this loud enough to interrupt my day. Sitting further away will mitigate the issue completely.

The noise is never enough to wake me from sleep and isn't ""terrible"". On normal low AC settings outside of the initial ""start up"" where it runs full tilt, I would say it is about as loud as box fan set to medium-low. The full start up level of noise for the compressor is approximately as loud as a window AC running on full. You will definitely notice the different stages as it cycles up and down.

This thing will freeze you out of a room and quickly drop the temperature. I have never seen anything like it. Even dealing with Florida heat and humidity it was able to take a heat soaked room that was in the upper 80s down to the low 70s in a span of two hours.

I had some concerns about needing to drain this vs a comparable Whynter unit with their exhaust technology. Those concerns were unfounded -- even with Florida humidity I have never needed to drain the unit. I have checked multiple times but I have never had more than a few drops of water in the tank. The AC exhausts the water vapor efficiently out through the window and does not seem to accumulate much at all.

I have not needed to use the dehumidifying option, so that option may require more draining. For normal AC use you will probably not need to drain it often at all. If you live in a drier climate than Florida, you will probably never need to give draining it a second thought at all.

Installation was not difficult for one person and all needed adapters / panels are provided. Midea supplies extra panels and adapters in case you need extensions. I do recommend reviewing the instructions and using the dampening foam panels to keep outside noise and heat away. You can install it without the instructions (it's that simple) but your life will be much easier if you read the manual. :) Make sure to install the hose flow separator at the end of the vent or your performance will not be as great.

Once the foam is installed and the window secured with the included foam liners, outside noise is no worse than what it was before with the window closed. Midea has done very well in thinking of customer comfort.

Durability -- it cools just as well as it did on day one. It has, however, developed a very annoying rattle/vibration when the compressor spins up and goes to full power. This sounds like something vibrating loose in the unit and this happened a few weeks into ownership.

If I press my hand to the side of the unit this is goes away, so perhaps some piece of sound insulation has let go internally? I do not know if it is a defect since it is cooling perfectly, but I had to take away from the noise level stars because this is annoying and something I notice daily. Before it started doing this vibration-rattle the unit was much quieter.

Purely fan mode is wonderfully quiet, so I know this has to be coming from the compressor somehow.

Make sure to clean and check the filters, as the mesh is very fine and this unit needs the airflow to operate at best performance. I have not needed to use the heat function since we're still in the upper 80s and 90s, but will update as I use it.

The remote control is good for when you don't want to get out of bed to change settings, but I find the app to be easier to use. The remote can do most of the things the buttons on the unit will do minus a few options that require the unit buttons to be held down. The app will let you fine tune most settings on the unit and select fan speeds beyond low, medium, or high. I would like to see full control from the app with all settings that can be adjusted on the unit itself.

Our power bill did not increase by much using the AC. Part of this is probably helped by the Midea taking some of the strain off of the old (and inefficient) wall units here. I normally leave it set to low fan circulation and around 72 degrees on the AC. It uses much less power than a comparable window unit and I would absolutely not have anything other than an inverter driven AC at this point. The technology is that good.

Would I buy another Midea again? Absolutely. There are improvements they can make to the overall build quality (addressing the various vibrations / rattles that have appeared) and settings (a quiet AC mode would be greatly appreciated), but overall this is very comparable with the best that Whynter has to offer and the thoughtfulness of the app is wonderful.

It is not cheap, but the price gives you a tremendous performance and feature combination. I have no doubt that this would cool a large living room or combined space with ease. Thank you to Midea for saving me from Florida Summer!

Edit and followup: I attached two decibel measurements. The average for medium fan is 54 and the average for the unit running in AC mode is 61 with spikes up to 68.

I finally ran the heat and it works great, though it will collect a lot of humidity as condensation in the trays. The unit is very easy to drain, but you can also switch to dry mode to have the unit evaporate and exhaust the water.","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
,"







  
  
    Not a good product mine stopped working after 6 months
  
",1.0 颗星，最多 5 颗星,Marcus,2022年10月8日 在美国审核,"







  
  
    Don't buy this is a waste of money.
  
","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
,"







  
  
    Didnt work for me
  
",5.0 颗星，最多 5 颗星,Jeffrey R Friday,2022年10月6日 在美国审核,"







  
  
    Just did not do much in the small room I had it in, the exhaust duct is a pain, didn't keep it
  
","颜色: 白色尺寸: 8,000 BTU","颜色: 白色尺寸: 8,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
,"







  
  
    Quiet, very efficient
  
",5.0 颗星，最多 5 颗星,hector pinto,2022年10月5日 在美国审核,"







  
  
    Quiet, I use it in my bedroom
  
","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
,"







  
  
    I am still waiting for my returned credit
  
",1.0 颗星，最多 5 颗星,Anthony A.,2022年10月3日 在美国审核,"







  
  
    Good unit just took more current then I have in the house...STILL WAITING FOR MY RETURNED CREDIT!!!
  
","颜色: 黑色//白色尺寸: 12,000 BTU","颜色: 黑色//白色尺寸: 12,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
,"







  
  
    What a difference.
  
",5.0 颗星，最多 5 颗星,J. Busse,2022年9月26日 在美国审核,"







  
  
    First, this is a 70lb unit.  It is heavy.  Second it works great for sash windows and sliding aluminum but has no adapter for french type side hinged windows.  Having said that, this is one nice unit.  It is quiet,  My last floor model shook the house and the fan was very noisy.  This one does not even disturb dinner from 8 feet away.  I don't know the decibels but they must be around 50 or so.  Quiet.  And it cools the place down.  I used it in a 1400 sq ft two br apartment with a 900 sq foot living room and dining area.  The apartment is 2nd floor and very warm.  This morning it was topping 85 at 9 am.  We installed this AC and blocked the window opening with the lightproof curtains to reduce the heat and force the hot air out.  Within 1/2 hour the temp inside the living room area was 72.  Wow.  That is a lot of area to cool.  But it did and it even cycled.  Bought another.  Love the heating too.  Saves gas big time.
  
","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_7?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
,"







  
  
    Perfect just what I wanted
  
",4.0 颗星，最多 5 颗星,John soleto,2022年9月26日 在美国审核,"







  
  
    Perfect just what I wanted
  
","颜色: 白色尺寸: 8,000 BTU","颜色: 白色尺寸: 8,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
