商品名,原价,活动价,页面网址,月销量,图片地址,评论时间,评论人,评价内容,追评,追评时间,属性1,属性2,属性3
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN83923zmuym9AmZtv93Bo5nHDTYwmakP8wMmVFPquNA9tEFdgmAPFUjHib3syYFfYc4KByfzawnLetwSfVkQcqTqGtCkSQHPDfnVo6CRXFbt1iqaWEcTZriNt
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",7天前,张**6,买了3部空调昨天安装完试了一下制冷很快 安装师傅服务也很好👍,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNJWudGXUKu2fqHvyUHbjkXSTnPgXRLgaPZBKZzQSE9erbV3EZksd8KC9KR3fqqSTYgRbNF3mM6ksLzuMRsputLoYgsbTL5tgweTPs91PjtbKBagVSXGSVgGvybWT7UxLuXwScsjBH3PWt9AsaEpT5M32mo
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",15天前,芳**7,进新房买了三台美的空调很满意的效果也很好 ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i3/O1CN01GhPEgu282nq1YMdkX_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i3/O1CN01ioaxTz282npwq5yOW_!!0-tbbala.jpg_110x10000q90.jpg_.webp",1个月前,海**璃,空调第二次购买了，一台装在婆婆房里，现在刚买的，装在新房里，不错的，美的大品牌。安装师傅也很好，从来不乱收费。 ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNjEffbDJG2RAvT43etG5UeMrcophTd6A7vN2Zwu21L5PwHefU34GhSroVwpEk717HrVCzkiFxfZc1zvjS8NNTyDSLfbXpyo8Cdevowe6Q6vhGfha8JDuK2FbogN4QRqBzm2TbNy7W6VMF2VfqG5SG7TuqT
//gw.alicdn.com/imgextra/i1/O1CN01hdHDt71YZ1X2tu4HM_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i4/O1CN01jXm4T51YZ1WxBmgZE_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i1/O1CN018ml1zZ1YZ1X1nFH9J_!!0-tbbala.jpg_110x10000q90.jpg_.webp",1个月前,j**6,制冷 热效果：很好，很快很不错 安装服务：快，精准 功率大小：正好，不大不小，很合适  ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",1个月前,佳**宝,价格比去年略贵了一些 出租房用 之前换过一台 感觉美的产品和服务都不错…这次还是选了同款 上门安装的师傅很专业 现在家里 基本电器都是美的 性价比很高 很满意！,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",26天前,t**6,天气还没热，还没用，看着还可以，装在家里小房间，保修6年不错,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i2/O1CN015RKTBA1KRKG1yLvvw_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i3/O1CN01MUaRv81KRKG33obrl_!!0-rate.jpg_110x10000q90.jpg_.webp",1个月前,千**6,因为工作日没空，预约了今天，客服和安装师傅都很好，耐心解答和配合我的问题，今天安装，师傅们一顿操作猛于虎，很快就好了，结束了还帮我把垃圾都带走了，踩过的地方也帮我抹，超赞！试了一下空调，静音效果也不错，运行速度也快着呢，赞！,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNjEffbDJG2RAvT43etG5UeMuVcNZG2mzzndCYxGCfxWvkjX5u4KvdhWBtKA6DqYbgfQ4LQjWaWdPm9NhKzWKAY4KWxVZJZ1v44LJdhMBp9dHkq87Y9eR8qQrKmUNgkS6bZoA5DctcZnMV1gwQ1tsA3i4Hf
//gw.alicdn.com/imgextra/i3/O1CN01weuIoi20SR5NVeqLJ_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i3/O1CN01rgPVyE20SR5WEl0Kh_!!0-rate.jpg_110x10000q90.jpg_.webp",6天前,日**s,一共要了两台，美的官方旗舰店，质量有保证，而且是送装一体的省了不少时间，试用了一下还不错，价格也可以，小户型的卧室里装一匹的足够了，耗电量也低，很不错,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i2/O1CN01fAdK8X1rWiF5zEeGM_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i4/O1CN01t6Lujx1rWiF49XFrb_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i3/O1CN01hDW9rH1rWiF9WlguL_!!0-rate.jpg_110x10000q90.jpg_.webp",9天前,勿**张,空调款式不错，安装人员送货上门包安装，因为加了延长线，还钻孔，安装了两个多小时，服务很到位，满意。 ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01iU4cIT1qRO1PRwKIs_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i1/O1CN01ArOmsw1qRO1R9QQrq_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i3/O1CN01FLLaKC1qRO1Rz3nxm_!!0-rate.jpg_110x10000q90.jpg_.webp",9天前,t**3,安装服务：安转服务到位 美的酷金空调外观大气上档次，用起来能效高，节能环保，质量非常不错，制冷效果十分满意，商家服务和物流也很快，下次还在这家店买家电!  ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i2/O1CN014HCKkH1yIhR233e6U_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i4/O1CN01LP0tM91yIhR0QIijv_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i3/O1CN01Nn5Cuo1yIhR40ziu6_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i4/O1CN01O3g9jn1yIhQtFjeqj_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i1/O1CN01eyXefh1yIhR1UKJHM_!!0-tbbala.jpg_110x10000q90.jpg_.webp",12天前,我**砾,功率大小：3500 安装服务：安装非常好，师傅很热心，安装非常快。 制冷 热效果：制冷效果很棒，效果很好。 ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN012xZLdb1uUpRw9iWoG_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i4/O1CN01FcyAO21uUpRxsVKPz_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i2/O1CN01DFTodt1uUpRyyI4yq_!!0-rate.jpg_110x10000q90.jpg_.webp",1个月前,小**拉,一直购买美的家的产品，无论是质量还是服务都没话说，从下单到送货到安装，真的非常满意，在购买时客服专诸也是非常的耐心，真的感谢！ ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNuaWc9uSMnwBUp6fjzF8un1CUwxCs1LUamxAKNyt6eQ3aB6YufNkbd3FJ5S7v9HJ8KyekQygQrsLBJsPRhwiEJQVZhyT1JPy114ZBhHbq4HkyvqxM4ANeusyTgSV65xFPh3JJGpMGoVopHkKdus4up9T6Z
//gw.alicdn.com/imgextra/i3/O1CN017g3RjU1KhoWNk5e1N_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i1/O1CN015hR9Bs1KhoWR7kxDT_!!0-tbbala.jpg_110x10000q90.jpg_.webp",14天前,t**8,安装服务：安装完成，试机正常，专业 ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",1个月前,夏**0,安装服务：服务周到，安装水平高，热情解答，速度快。 ,9天后追评美的新一级能效大一匹空调，造型优美，而且出风口特大，按了免直吹键吹风口抬起，智能化不错。更值得称道的是制冷极快，2～3秒就出冷风了。不得不提的是安装，把送货与安装合二为一，送货上门直接就安装了，师傅的技术态度都很好。哈哈，美的空调真的美。,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",17天前,娟**i,夏天要到啦趁着现在不是空调安装高峰期赶紧下手买了美的酷金，到货的第二天就有人上门安装啦，试了下空调声音挺小的，一级节能，可以上下左右扫风，等夏天到了看看每天开的使用效果 咋样，哈哈,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",19天前,月**8,安装服务：很好 制冷 热效果：一次性买了四个，颜值很高，还没搬进去住，不知道具体效果怎么样，安装师傅人很好，负责敬业，具体效果等用上了再来回评。哈哈～ ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN83923zmuymA5zhao18L9gByjvafFgpZAYDGifSwuCTGfjy4wp2Ytb6oWRSNFzgzy9LCDZpNY8WkPeMudGuU2JnL8RaXhUPyUQbRCdAPzNWWB5aCqfHvW1UiY
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",19天前,棒**7,功率大小：小空间够用 安装服务：准时到大，干活麻利，服务好，收费清晰。 ,2天后追评安装很快，师傅也很用心，空调贴顶安装，师傅也尽量提高了好几公分。空调试了机器，冷暖都很好。购买体验很顺心。,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN83923zmuym93BzDgLdKXRNJmJuqqtsRcyoJnLtRj3jTPzz7bP45oPhtmJmDQUC6HRjYcpB8FekQ2N8TxBigvQf218Ai49foUdErQRwrP4kE5E1mwJJHrtfoa
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",20天前,x**9,功率大小：试机正常大一匹，耗电不高 安装服务：安装挺快的，2个人2个房间2台空调，3个小时搞定。 制冷 热效果：制冷还行吧，目前气温舒适，感受不太明显 ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNuaWc9uSMnwBUp6fjzF8umzxFRBwYsCZLSUf7gbqGMxXLdVPB6Wf1NQZ2JqDjWgkRSNvaCaZ5vgyyVXmepG1wXVwpUtLTPbmtsvxVGYvaDgk4f7AhVCK2yb6xqAvj3R7736rnioriHwZq7mDARCwPGCTB7
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",22天前,润**宝,快递速度还可以，安装也快，可以根据自己要求购买辅件，辅材价格透明，高空作业费超过4楼要收，总得下来一台空调总共2900左右。还没细细体验，使用后会追评。 ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNuaWc9uSMnwBUp6fjzF8umzs4Npp31c4MUF9KJCPzsZKz8ABWqAgg1qTeMVw2Bn7SfrA7r4Cwus93hLjBVYbg3hkzFAyk2bt4EPtvFVyaKKGKzrPX37JQoE1cEcvq3yUbsRJ6XYYQAP3UbkjeL2uUPuhNR
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",1个月前,j**6,功率大小：很好正好，不大不小 安装服务：很快速度 制冷 热效果：很好很快 ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN83923zmuymA5zhao18L9gByjvafFgpZAX7SqvGKuHLj1cHW4Hujpvs68h6NGJMShUWbzxLNCRmSkd7fSji2s6n18EmXDdWJ1qbumVQHzQcejYyXohfunR74m
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",23天前,z**g,颜色很搭，一级能效，非常不错,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",23天前,0**前,东西很到位 ,3天后追评用了美的空调房间里空气改善多了，生活在南方地区东暖夏凉，物有所值言辞之外还有个小惊喜。多多益善准备再来一台。,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",1个月前,m**5,下单很快就收到货了，到货当天就安装上了，家里一直用的都是美的的，外观性价比都高,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN83923zmuym93BzDgLdKXRNJmJuqqtsRczL5n3rJqLirNCi7YyNFzp7NBpYDqrW9QMFBrA4v2apn13MoCEoxSUXMQMhKP9bZiJZkqcmUFsZwLn9oVwCUkMrwq
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",26天前,燕**7,美的是值得信赖的牌子 新家买空调第一时间就选择了美的，碰上活动价格也很合适 这几天又突然降温，用APP智能遥控了空调，效果非常好，制冷制热也很迅速，总之很满意！,,, 极地白,,
